,start_date,end_date,state,pollster,fte_grade,sample_size,population,Clinton,Trump,dem_lead
2883,2016-06-25,2016-06-29,U.S.,Ipsos,A-,1134.0,lv,46.80081,36.41722,10.383589999999998
6310,2016-06-25,2016-06-29,U.S.,Ipsos,A-,1134.0,lv,46.778079999999996,36.746990000000004,10.031089999999992
9707,2016-06-25,2016-06-29,U.S.,Ipsos,A-,1134.0,lv,46.78845,36.58535,10.2031
1395,2016-06-26,2016-06-29,Vermont,"Fairbank, Maslin, Maullin, Metz & Associates",B-,600.0,rv,44.53185,29.11007,15.421779999999998
1464,2016-06-26,2016-06-29,Massachusetts,Hickman Analytics,,500.0,rv,53.45839,35.98812,17.47027
1730,2016-06-26,2016-06-29,U.S.,Suffolk University,B+,1000.0,lv,41.396209999999996,38.737320000000004,2.6588899999999924
4961,2016-06-26,2016-06-29,Vermont,"Fairbank, Maslin, Maullin, Metz & Associates",B-,600.0,rv,44.45156,29.28006,15.171500000000002
5027,2016-06-26,2016-06-29,Massachusetts,Hickman Analytics,,500.0,rv,53.449630000000006,36.1982,17.251430000000006
5304,2016-06-26,2016-06-29,U.S.,Suffolk University,B+,1000.0,lv,41.483999999999995,39.0342,2.449799999999996
8220,2016-06-26,2016-06-29,Vermont,"Fairbank, Maslin, Maullin, Metz & Associates",B-,600.0,rv,44.53224,29.030490000000004,15.501749999999998
8289,2016-06-26,2016-06-29,Massachusetts,Hickman Analytics,,500.0,rv,53.5471,35.8792,17.667900000000003
8554,2016-06-26,2016-06-29,U.S.,Suffolk University,B+,1000.0,lv,41.48811,38.88078,2.6073299999999975
2249,2016-06-28,2016-06-29,U.S.,Zogby Interactive/JZ Analytics,C-,875.0,lv,41.97125,43.08214,-1.1108900000000048
2887,2016-06-28,2016-06-29,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,39.9571,44.63767,-4.680570000000003
5793,2016-06-28,2016-06-29,U.S.,Zogby Interactive/JZ Analytics,C-,875.0,lv,42.054809999999996,43.20832,-1.1535100000000043
6311,2016-06-28,2016-06-29,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,40.03818,44.83075,-4.792570000000005
9073,2016-06-28,2016-06-29,U.S.,Zogby Interactive/JZ Analytics,C-,875.0,lv,41.92432,43.08337,-1.1590500000000006
9711,2016-06-28,2016-06-29,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,39.98407,44.63998,-4.655909999999999
2880,2016-06-26,2016-06-30,U.S.,Ipsos,A-,1163.0,lv,46.91577,36.413270000000004,10.502499999999998
6303,2016-06-26,2016-06-30,U.S.,Ipsos,A-,1163.0,lv,46.89553,36.74131,10.154220000000002
9704,2016-06-26,2016-06-30,U.S.,Ipsos,A-,1163.0,lv,46.90356,36.581070000000004,10.322489999999995
2867,2016-06-27,2016-07-01,U.S.,Ipsos,A-,1345.0,lv,45.734609999999996,37.61083,8.123779999999996
6286,2016-06-27,2016-07-01,U.S.,Ipsos,A-,1345.0,lv,45.721990000000005,37.93673,7.785260000000008
9691,2016-06-27,2016-07-01,U.S.,Ipsos,A-,1345.0,lv,45.72333,37.7774,7.945929999999997
1381,2016-06-08,2016-07-02,California,Field Research Corporation (Field Poll),A+,495.0,lv,52.14096,29.086759999999998,23.0542
4973,2016-06-08,2016-07-02,California,Field Research Corporation (Field Poll),A+,495.0,lv,52.069590000000005,29.432059999999996,22.63753000000001
8206,2016-06-08,2016-07-02,California,Field Research Corporation (Field Poll),A+,495.0,lv,52.43205,29.40836,23.02369
2858,2016-06-28,2016-07-02,U.S.,Ipsos,A-,1350.0,lv,46.25278,37.80784,8.444940000000003
6277,2016-06-28,2016-07-02,U.S.,Ipsos,A-,1350.0,lv,46.248940000000005,38.13065,8.118290000000002
9682,2016-06-28,2016-07-02,U.S.,Ipsos,A-,1350.0,lv,46.24295,37.97252,8.270429999999998
3123,2016-06-27,2016-07-03,U.S.,SurveyMonkey,C-,10072.0,rv,43.69265,42.58824,1.1044100000000014
6515,2016-06-27,2016-07-03,U.S.,SurveyMonkey,C-,10072.0,rv,43.61822,42.87808,0.7401400000000038
9947,2016-06-27,2016-07-03,U.S.,SurveyMonkey,C-,10072.0,rv,43.59695,42.6169,0.9800499999999985
2853,2016-06-29,2016-07-03,U.S.,Ipsos,A-,1353.0,lv,45.9684,38.4051,7.563300000000005
6269,2016-06-29,2016-07-03,U.S.,Ipsos,A-,1353.0,lv,45.97271,38.724909999999994,7.247800000000005
9677,2016-06-29,2016-07-03,U.S.,Ipsos,A-,1353.0,lv,45.95993,38.56796,7.391970000000001
2842,2016-06-30,2016-07-04,U.S.,Ipsos,A-,1407.0,lv,46.48278,37.90395,8.578829999999996
2890,2016-06-30,2016-07-04,U.S.,Morning Consult,,2001.0,rv,43.209179999999996,44.16267,-0.9534900000000022
6264,2016-06-30,2016-07-04,U.S.,Ipsos,A-,1407.0,lv,46.494009999999996,38.222190000000005,8.271819999999991
6313,2016-06-30,2016-07-04,U.S.,Morning Consult,,2001.0,rv,43.237790000000004,44.3702,-1.132409999999993
9666,2016-06-30,2016-07-04,U.S.,Ipsos,A-,1407.0,lv,46.47503,38.06565,8.409379999999999
9714,2016-06-30,2016-07-04,U.S.,Morning Consult,,2001.0,rv,43.20929,44.07929,-0.8699999999999974
2602,2016-07-02,2016-07-04,U.S.,YouGov,B,1004.0,rv,45.83613,41.99392,3.8422099999999944
6088,2016-07-02,2016-07-04,U.S.,YouGov,B,1004.0,rv,45.75558,42.0743,3.681280000000001
9426,2016-07-02,2016-07-04,U.S.,YouGov,B,1004.0,rv,45.79867,41.827329999999996,3.971340000000005
2190,2016-06-07,2016-07-05,U.S.,Pew Research Center,B+,3834.0,rv,50.937259999999995,47.21011,3.7271499999999946
5796,2016-06-07,2016-07-05,U.S.,Pew Research Center,B+,3834.0,rv,50.95644,47.468999999999994,3.4874400000000065
9014,2016-06-07,2016-07-05,U.S.,Pew Research Center,B+,3834.0,rv,50.90032,47.13939,3.760930000000002
1857,2016-07-01,2016-07-05,U.S.,Penn Schoen Berland,B-,1000.0,lv,42.98315,39.41013,3.5730199999999996
2834,2016-07-01,2016-07-05,U.S.,Ipsos,A-,1452.0,lv,46.69748,36.498000000000005,10.199479999999994
5426,2016-07-01,2016-07-05,U.S.,Penn Schoen Berland,B-,1000.0,lv,43.36322,39.44757,3.9156499999999994
6257,2016-07-01,2016-07-05,U.S.,Ipsos,A-,1452.0,lv,46.71244,36.81539,9.89705
8681,2016-07-01,2016-07-05,U.S.,Penn Schoen Berland,B-,1000.0,lv,43.376259999999995,39.202220000000004,4.174039999999991
9658,2016-07-01,2016-07-05,U.S.,Ipsos,A-,1452.0,lv,46.68949,36.65967,10.02982
2865,2016-07-05,2016-07-05,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,41.18316,43.75595,-2.5727899999999977
6280,2016-07-05,2016-07-05,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,41.285779999999995,43.922290000000004,-2.6365100000000083
9689,2016-07-05,2016-07-05,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,41.20694,43.74719,-2.5402500000000003
1210,2016-06-30,2016-07-06,Georgia,Lake Research Partners,B+,600.0,lv,40.981609999999996,42.87826,-1.896650000000001
4826,2016-06-30,2016-07-06,Georgia,Lake Research Partners,B+,600.0,lv,41.43517,42.9262,-1.491030000000002
8035,2016-06-30,2016-07-06,Georgia,Lake Research Partners,B+,600.0,lv,41.44891,42.76805,-1.3191400000000044
2840,2016-07-02,2016-07-06,U.S.,Ipsos,A-,1308.0,lv,45.70897,38.094359999999995,7.614610000000006
6260,2016-07-02,2016-07-06,U.S.,Ipsos,A-,1308.0,lv,45.72743,38.41186,7.315570000000001
9664,2016-07-02,2016-07-06,U.S.,Ipsos,A-,1308.0,lv,45.7001,38.2566,7.4435
1817,2016-07-05,2016-07-06,U.S.,Zogby Interactive/JZ Analytics,C-,1257.0,lv,44.07018,44.05585,0.014330000000001064
5385,2016-07-05,2016-07-06,U.S.,Zogby Interactive/JZ Analytics,C-,1257.0,lv,44.19574,44.17009,0.02564999999999884
8641,2016-07-05,2016-07-06,U.S.,Zogby Interactive/JZ Analytics,C-,1257.0,lv,44.025529999999996,44.05186,-0.02633000000000152
2832,2016-07-03,2016-07-07,U.S.,Ipsos,A-,1317.0,lv,47.222,37.59045,9.631550000000004
6255,2016-07-03,2016-07-07,U.S.,Ipsos,A-,1317.0,lv,47.246990000000004,37.90567,9.341320000000003
9656,2016-07-03,2016-07-07,U.S.,Ipsos,A-,1317.0,lv,47.2135,37.75192,9.461580000000005
1663,2016-07-05,2016-07-07,Kentucky,Google Consumer Surveys,B,776.0,a,35.25976,43.83545,-8.575690000000002
5185,2016-07-05,2016-07-07,Kentucky,Google Consumer Surveys,B,776.0,a,35.05155,42.647909999999996,-7.596359999999997
8487,2016-07-05,2016-07-07,Kentucky,Google Consumer Surveys,B,776.0,a,35.01334,42.43925,-7.425910000000002
2827,2016-07-04,2016-07-08,U.S.,Ipsos,A-,1313.0,lv,46.83354,38.084540000000004,8.748999999999995
6251,2016-07-04,2016-07-08,U.S.,Ipsos,A-,1313.0,lv,46.86293,38.39849,8.464439999999996
9651,2016-07-04,2016-07-08,U.S.,Ipsos,A-,1313.0,lv,46.82454,38.24589,8.578649999999996
1193,2016-07-07,2016-07-08,Iowa,Gravis Marketing,B-,1318.0,a,41.75006,41.03559,0.7144699999999986
1226,2016-07-07,2016-07-08,Michigan,Gravis Marketing,B-,1562.0,a,39.61555,37.85277,1.7627799999999993
2035,2016-07-07,2016-07-08,Colorado,Gravis Marketing,B-,1313.0,a,41.7509,42.03673,-0.28582999999999714
4798,2016-07-07,2016-07-08,Iowa,Gravis Marketing,B-,1318.0,a,41.49002,40.08713,1.4028899999999993
4860,2016-07-07,2016-07-08,Michigan,Gravis Marketing,B-,1562.0,a,39.35423,36.89029,2.463940000000001
5557,2016-07-07,2016-07-08,Colorado,Gravis Marketing,B-,1313.0,a,41.49086,41.08835,0.4025099999999995
8018,2016-07-07,2016-07-08,Iowa,Gravis Marketing,B-,1318.0,a,41.43589,39.80052,1.6353700000000018
8051,2016-07-07,2016-07-08,Michigan,Gravis Marketing,B-,1562.0,a,39.30199,36.61487,2.68712
8859,2016-07-07,2016-07-08,Colorado,Gravis Marketing,B-,1313.0,a,41.43672,40.80167,0.6350499999999997
1278,2016-07-05,2016-07-09,U.S.,Marist College,A,1053.0,rv,42.36061,40.9744,1.3862099999999984
2823,2016-07-05,2016-07-09,U.S.,Ipsos,A-,1277.0,lv,46.45029,38.17606,8.274230000000003
4899,2016-07-05,2016-07-09,U.S.,Marist College,A,1053.0,rv,42.381890000000006,41.098290000000006,1.2835999999999999
6246,2016-07-05,2016-07-09,U.S.,Ipsos,A-,1277.0,lv,46.4859,38.488,7.997900000000001
8103,2016-07-05,2016-07-09,U.S.,Marist College,A,1053.0,rv,42.31146,40.91645,1.3950099999999992
9647,2016-07-05,2016-07-09,U.S.,Ipsos,A-,1277.0,lv,46.44019,38.33781,8.102380000000004
1345,2016-07-07,2016-07-09,Colorado,Harper Polling,B-,500.0,lv,44.11653,38.3427,5.773829999999997
1909,2016-07-07,2016-07-09,U.S.,RABA Research,C+,781.0,lv,44.16022,33.5484,10.611820000000002
4942,2016-07-07,2016-07-09,Colorado,Harper Polling,B-,500.0,lv,44.11345,38.63105,5.482399999999998
5458,2016-07-07,2016-07-09,U.S.,RABA Research,C+,781.0,lv,44.34175,33.629709999999996,10.712040000000002
8170,2016-07-07,2016-07-09,Colorado,Harper Polling,B-,500.0,lv,44.19899,38.46685,5.732140000000001
8733,2016-07-07,2016-07-09,U.S.,RABA Research,C+,781.0,lv,44.334140000000005,33.387240000000006,10.9469
3081,2016-07-04,2016-07-10,U.S.,USC Dornsife/LA Times,,1282.0,lv,43.02088,41.63045,1.390429999999995
3120,2016-07-04,2016-07-10,U.S.,SurveyMonkey,C-,7869.0,rv,42.79016,42.556459999999994,0.23370000000000601
6468,2016-07-04,2016-07-10,U.S.,USC Dornsife/LA Times,,1282.0,lv,43.07066,41.77991,1.2907499999999956
6512,2016-07-04,2016-07-10,U.S.,SurveyMonkey,C-,7869.0,rv,42.755179999999996,42.83543,-0.0802500000000066
9905,2016-07-04,2016-07-10,U.S.,USC Dornsife/LA Times,,1282.0,lv,43.06556,41.556979999999996,1.508580000000002
9944,2016-07-04,2016-07-10,U.S.,SurveyMonkey,C-,7869.0,rv,42.69419,42.582190000000004,0.11199999999999477
1174,2016-07-05,2016-07-10,Iowa,Marist College,A,822.0,rv,39.53474,43.19274,-3.6580000000000013
2320,2016-07-05,2016-07-10,Pennsylvania,Marist College,A,829.0,rv,45.26245,40.82263,4.4398200000000045
3376,2016-07-05,2016-07-10,Ohio,Marist College,A,848.0,rv,40.36951,40.96815,-0.5986400000000032
4772,2016-07-05,2016-07-10,Iowa,Marist College,A,822.0,rv,39.556999999999995,43.33719,-3.7801900000000046
5845,2016-07-05,2016-07-10,Pennsylvania,Marist College,A,829.0,rv,45.2821,40.9387,4.343400000000003
6773,2016-07-05,2016-07-10,Ohio,Marist College,A,848.0,rv,40.39018,41.09538,-0.7051999999999978
7999,2016-07-05,2016-07-10,Iowa,Marist College,A,822.0,rv,39.4817,43.1407,-3.659000000000006
9144,2016-07-05,2016-07-10,Pennsylvania,Marist College,A,829.0,rv,45.21063,40.76487,4.44576
10167,2016-07-05,2016-07-10,Ohio,Marist College,A,848.0,rv,40.317209999999996,40.91264,-0.5954300000000075
1150,2016-07-06,2016-07-10,Florida,Greenberg Quinlan Rosner (Democracy Corps),B-,1100.0,lv,46.522420000000004,43.94733,2.575090000000003
1682,2016-07-06,2016-07-10,Virginia,Hampton University,B,805.0,lv,41.30986,40.18468,1.1251800000000003
2821,2016-07-06,2016-07-10,U.S.,Ipsos,A-,1229.0,lv,46.76393,38.47627,8.287660000000002
4790,2016-07-06,2016-07-10,Florida,Greenberg Quinlan Rosner (Democracy Corps),B-,1100.0,lv,46.55784,44.16479,2.3930499999999952
5243,2016-07-06,2016-07-10,Virginia,Hampton University,B,805.0,lv,40.33424,41.40415,-1.0699100000000001
6243,2016-07-06,2016-07-10,U.S.,Ipsos,A-,1229.0,lv,46.79898,38.79205,8.006929999999997
7975,2016-07-06,2016-07-10,Florida,Greenberg Quinlan Rosner (Democracy Corps),B-,1100.0,lv,46.332240000000006,44.084270000000004,2.2479700000000022
8506,2016-07-06,2016-07-10,Virginia,Hampton University,B,805.0,lv,40.3205,41.03451,-0.7140099999999947
9645,2016-07-06,2016-07-10,U.S.,Ipsos,A-,1229.0,lv,46.75067,38.64055,8.110120000000002
1344,2016-07-07,2016-07-10,Nevada,Monmouth University,A+,408.0,lv,46.570209999999996,43.99022,2.579989999999995
3360,2016-07-07,2016-07-10,Wisconsin,Marquette University,A,665.0,lv,45.56576,40.85419,4.711569999999995
4939,2016-07-07,2016-07-10,Nevada,Monmouth University,A+,408.0,lv,46.5301,44.27772,2.252379999999995
6722,2016-07-07,2016-07-10,Wisconsin,Marquette University,A,665.0,lv,45.60895,41.20879,4.40016
8169,2016-07-07,2016-07-10,Nevada,Monmouth University,A+,408.0,lv,46.50899999999999,43.99512,2.5138799999999932
10173,2016-07-07,2016-07-10,Wisconsin,Marquette University,A,665.0,lv,45.68566,40.9123,4.773359999999997
2863,2016-07-08,2016-07-10,U.S.,Morning Consult,,2001.0,rv,44.30878,44.13528,0.1734999999999971
6273,2016-07-08,2016-07-10,U.S.,Morning Consult,,2001.0,rv,44.36067,44.3449,0.015769999999996287
9687,2016-07-08,2016-07-10,U.S.,Morning Consult,,2001.0,rv,44.30106,44.0566,0.24445999999999657
1653,2016-07-09,2016-07-10,Florida,JMC Enterprises,C,700.0,lv,43.151540000000004,49.359609999999996,-6.208069999999992
5203,2016-07-09,2016-07-10,Florida,JMC Enterprises,C,700.0,lv,43.35543,49.632979999999996,-6.277549999999998
8477,2016-07-09,2016-07-10,Florida,JMC Enterprises,C,700.0,lv,43.107859999999995,49.45872,-6.350860000000004
3304,2016-06-30,2016-07-11,Pennsylvania,Quinnipiac University,A-,982.0,rv,38.24242,44.56675,-6.324329999999996
3312,2016-06-30,2016-07-11,Ohio,Quinnipiac University,A-,955.0,rv,40.34827,41.7126,-1.3643300000000025
3349,2016-06-30,2016-07-11,Florida,Quinnipiac University,A-,1015.0,rv,40.32871,45.68564,-5.356929999999998
6760,2016-06-30,2016-07-11,Florida,Quinnipiac University,A-,1015.0,rv,40.346740000000004,45.753170000000004,-5.40643
6768,2016-06-30,2016-07-11,Pennsylvania,Quinnipiac University,A-,982.0,rv,38.2598,44.625240000000005,-6.365440000000007
6800,2016-06-30,2016-07-11,Ohio,Quinnipiac University,A-,955.0,rv,40.36646,41.78218,-1.4157200000000003
10136,2016-06-30,2016-07-11,Pennsylvania,Quinnipiac University,A-,982.0,rv,38.23219,44.41231,-6.180119999999995
10190,2016-06-30,2016-07-11,Florida,Quinnipiac University,A-,1015.0,rv,40.31823,45.53295,-5.21472
10230,2016-06-30,2016-07-11,Ohio,Quinnipiac University,A-,955.0,rv,40.337740000000004,41.5603,-1.2225599999999943
1241,2016-07-05,2016-07-11,Virginia,Marist College,A,876.0,rv,44.28324,38.85089,5.43235
1252,2016-07-05,2016-07-11,Colorado,Marist College,A,794.0,rv,41.535579999999996,39.193870000000004,2.341709999999992
2871,2016-07-05,2016-07-11,Michigan,Mitchell Research & Communications,D,600.0,lv,38.73542,34.24837,4.487049999999996
3072,2016-07-05,2016-07-11,U.S.,USC Dornsife/LA Times,,1520.0,lv,42.93247,42.4286,0.5038699999999992
3324,2016-07-05,2016-07-11,Florida,Marist College,A,871.0,rv,43.34972,41.94126,1.408459999999998
3331,2016-07-05,2016-07-11,North Carolina,Marist College,A,907.0,rv,44.17559,41.704570000000004,2.4710199999999958
4871,2016-07-05,2016-07-11,Virginia,Marist College,A,876.0,rv,43.303090000000005,39.96913,3.3339600000000047
4880,2016-07-05,2016-07-11,Colorado,Marist College,A,794.0,rv,41.55784,39.338409999999996,2.2194300000000027
6279,2016-07-05,2016-07-11,Michigan,Mitchell Research & Communications,D,600.0,lv,38.73596,34.2408,4.4951599999999985
6458,2016-07-05,2016-07-11,U.S.,USC Dornsife/LA Times,,1520.0,lv,42.981590000000004,42.5818,0.399790000000003
6755,2016-07-05,2016-07-11,North Carolina,Marist College,A,907.0,rv,44.19441,41.81159,2.3828199999999953
6757,2016-07-05,2016-07-11,Florida,Marist College,A,871.0,rv,43.37021,42.06643,1.3037800000000033
8066,2016-07-05,2016-07-11,Virginia,Marist College,A,876.0,rv,43.23133,39.79356,3.4377700000000004
8077,2016-07-05,2016-07-11,Colorado,Marist College,A,794.0,rv,41.48253,39.14185,2.340679999999999
9695,2016-07-05,2016-07-11,Michigan,Mitchell Research & Communications,D,600.0,lv,38.712140000000005,34.26461,4.4475300000000075
9896,2016-07-05,2016-07-11,U.S.,USC Dornsife/LA Times,,1520.0,lv,42.973929999999996,42.35761,0.6163199999999946
10216,2016-07-05,2016-07-11,North Carolina,Marist College,A,907.0,rv,44.124159999999996,41.64499,2.4791699999999963
10224,2016-07-05,2016-07-11,Florida,Marist College,A,871.0,rv,43.297509999999996,41.885329999999996,1.4121799999999993
1652,2016-07-07,2016-07-11,U.S.,GfK Group,B+,837.0,rv,43.476440000000004,42.38722,1.0892200000000045
2809,2016-07-07,2016-07-11,U.S.,Ipsos,A-,1226.0,lv,47.8824,36.17657,11.705829999999999
5207,2016-07-07,2016-07-11,U.S.,GfK Group,B+,837.0,rv,43.040259999999996,42.69964,0.34061999999999415
6238,2016-07-07,2016-07-11,U.S.,Ipsos,A-,1226.0,lv,47.9169,36.49688,11.420020000000001
8476,2016-07-07,2016-07-11,U.S.,GfK Group,B+,837.0,rv,43.26632,42.39615,0.8701700000000017
9633,2016-07-07,2016-07-11,U.S.,Ipsos,A-,1226.0,lv,47.86679,36.34296,11.523830000000004
1217,2016-07-08,2016-07-11,Iowa,Monmouth University,A+,401.0,lv,43.75388,47.19956,-3.445679999999996
3333,2016-07-08,2016-07-11,Kansas,SurveyUSA,A,559.0,lv,37.4844,49.387840000000004,-11.903440000000003
4816,2016-07-08,2016-07-11,Iowa,Monmouth University,A+,401.0,lv,43.72302,47.5017,-3.7786800000000014
6765,2016-07-08,2016-07-11,Kansas,SurveyUSA,A,559.0,lv,37.56801,49.63248,-12.06447
8042,2016-07-08,2016-07-11,Iowa,Monmouth University,A+,401.0,lv,43.69307,47.20619,-3.5131200000000007
10116,2016-07-08,2016-07-11,Kansas,SurveyUSA,A,559.0,lv,37.51416,49.397729999999996,-11.883569999999999
2536,2016-07-09,2016-07-11,U.S.,YouGov,B,932.0,rv,43.94715,41.97129,1.9758599999999973
6031,2016-07-09,2016-07-11,U.S.,YouGov,B,932.0,rv,43.89351,42.05291,1.840600000000002
9360,2016-07-09,2016-07-11,U.S.,YouGov,B,932.0,rv,43.90325,41.80786,2.095390000000002
3066,2016-07-06,2016-07-12,U.S.,USC Dornsife/LA Times,,1600.0,lv,43.04776,42.52574,0.5220199999999977
6452,2016-07-06,2016-07-12,U.S.,USC Dornsife/LA Times,,1600.0,lv,43.09592,42.68306,0.412860000000002
9890,2016-07-06,2016-07-12,U.S.,USC Dornsife/LA Times,,1600.0,lv,43.08678,42.45675,0.6300299999999979
1655,2016-07-08,2016-07-12,U.S.,CBS News/New York Times,A-,1358.0,rv,40.04892,41.657509999999995,-1.6085899999999924
2804,2016-07-08,2016-07-12,U.S.,Ipsos,A-,1248.0,lv,46.60849,35.77538,10.833110000000005
5206,2016-07-08,2016-07-12,U.S.,CBS News/New York Times,A-,1358.0,rv,40.16727,41.47932,-1.3120499999999993
6233,2016-07-08,2016-07-12,U.S.,Ipsos,A-,1248.0,lv,46.65036,36.09401,10.556350000000002
8479,2016-07-08,2016-07-12,U.S.,CBS News/New York Times,A-,1358.0,rv,40.18603,41.28237,-1.0963399999999979
9628,2016-07-08,2016-07-12,U.S.,Ipsos,A-,1248.0,lv,46.59407,35.9402,10.653870000000005
1204,2016-07-09,2016-07-12,Virginia,Fox News/Anderson Robbins Research/Shaw & Company Research,A,601.0,rv,44.880179999999996,38.55537,6.324809999999992
1206,2016-07-09,2016-07-12,Colorado,Fox News/Anderson Robbins Research/Shaw & Company Research,A,600.0,rv,42.13774,33.89803,8.239710000000002
1285,2016-07-09,2016-07-12,Colorado,Monmouth University,A+,404.0,lv,49.76655,38.197959999999995,11.568590000000007
4836,2016-07-09,2016-07-12,Virginia,Fox News/Anderson Robbins Research/Shaw & Company Research,A,601.0,rv,43.97413,39.63834,4.335790000000003
4837,2016-07-09,2016-07-12,Colorado,Fox News/Anderson Robbins Research/Shaw & Company Research,A,600.0,rv,42.23535,34.007,8.228349999999999
4895,2016-07-09,2016-07-12,Colorado,Monmouth University,A+,404.0,lv,49.74263,38.49382,11.248809999999999
8029,2016-07-09,2016-07-12,Virginia,Fox News/Anderson Robbins Research/Shaw & Company Research,A,601.0,rv,43.924009999999996,39.3722,4.551809999999996
8031,2016-07-09,2016-07-12,Colorado,Fox News/Anderson Robbins Research/Shaw & Company Research,A,600.0,rv,42.180609999999994,33.71986,8.460749999999997
8110,2016-07-09,2016-07-12,Colorado,Monmouth University,A+,404.0,lv,49.70906,38.200759999999995,11.508300000000006
1284,2016-07-11,2016-07-12,Illinois,Basswood Research,C+,,lv,49.28047,35.69393,13.58654
1569,2016-07-11,2016-07-12,Missouri,Public Policy Polling,B+,959.0,v,38.63886,49.81678,-11.17792
4878,2016-07-11,2016-07-12,Illinois,Basswood Research,C+,,lv,49.27,35.93928,13.330720000000007
5132,2016-07-11,2016-07-12,Missouri,Public Policy Polling,B+,959.0,v,38.7109,49.96445,-11.253549999999997
8109,2016-07-11,2016-07-12,Illinois,Basswood Research,C+,,lv,49.28476,35.72319,13.561569999999996
8393,2016-07-11,2016-07-12,Missouri,Public Policy Polling,B+,959.0,v,38.66805,49.75739,-11.08934
3063,2016-07-07,2016-07-13,U.S.,USC Dornsife/LA Times,,1607.0,lv,43.169109999999996,42.11978,1.0493299999999977
6450,2016-07-07,2016-07-13,U.S.,USC Dornsife/LA Times,,1607.0,lv,43.2245,42.275290000000005,0.9492099999999937
9887,2016-07-07,2016-07-13,U.S.,USC Dornsife/LA Times,,1607.0,lv,43.20923,42.04916,1.1600699999999975
