state,county,candidate,party,total_votes,won
Illinois,Piatt County, Write-ins,WRI,29,False
Illinois,Piatt County,Brian Carroll,ASP,28,False
Illinois,Piatt County,Gloria La Riva,PSL,14,False
Illinois,Pike County,Donald Trump,REP,6332,True
Illinois,Pike County,Joe Biden,DEM,1484,False
Illinois,Pike County,Jo Jorgensen,LIB,110,False
Illinois,Pike County, Write-ins,WRI,16,False
Illinois,Pike County,Howie Hawkins,GRN,15,False
Illinois,Pike County,Brian Carroll,ASP,4,False
Illinois,Pike County,Gloria La Riva,PSL,4,False
Illinois,Pope County,Donald Trump,REP,1722,True
Illinois,Pope County,Joe Biden,DEM,433,False
Illinois,Pope County,Jo Jorgensen,LIB,16,False
Illinois,Pope County,Howie Hawkins,GRN,4,False
Illinois,Pope County,Brian Carroll,ASP,0,False
Illinois,Pope County,Gloria La Riva,PSL,0,False
Illinois,Pope County, Write-ins,WRI,0,False
Illinois,Pulaski County,Donald Trump,REP,1699,True
Illinois,Pulaski County,Joe Biden,DEM,891,False
Illinois,Pulaski County,Jo Jorgensen,LIB,23,False
Illinois,Pulaski County,Howie Hawkins,GRN,7,False
Illinois,Pulaski County, Write-ins,WRI,7,False
Illinois,Pulaski County,Brian Carroll,ASP,4,False
Illinois,Pulaski County,Gloria La Riva,PSL,0,False
Illinois,Putnam County,Donald Trump,REP,1993,True
Illinois,Putnam County,Joe Biden,DEM,1338,False
Illinois,Putnam County,Jo Jorgensen,LIB,33,False
Illinois,Putnam County,Howie Hawkins,GRN,17,False
Illinois,Putnam County,Brian Carroll,ASP,7,False
Illinois,Putnam County,Gloria La Riva,PSL,2,False
Illinois,Putnam County, Write-ins,WRI,0,False
Illinois,Randolph County,Donald Trump,REP,11076,True
Illinois,Randolph County,Joe Biden,DEM,3592,False
Illinois,Randolph County,Jo Jorgensen,LIB,132,False
Illinois,Randolph County,Howie Hawkins,GRN,69,False
Illinois,Randolph County, Write-ins,WRI,19,False
Illinois,Randolph County,Brian Carroll,ASP,17,False
Illinois,Randolph County,Gloria La Riva,PSL,5,False
Illinois,Richland County,Donald Trump,REP,6089,True
Illinois,Richland County,Joe Biden,DEM,1830,False
Illinois,Richland County,Jo Jorgensen,LIB,100,False
Illinois,Richland County,Howie Hawkins,GRN,27,False
Illinois,Richland County,Gloria La Riva,PSL,9,False
Illinois,Richland County,Brian Carroll,ASP,8,False
Illinois,Richland County, Write-ins,WRI,0,False
Illinois,Rock Island County,Joe Biden,DEM,36691,True
Illinois,Rock Island County,Donald Trump,REP,28603,False
Illinois,Rock Island County,Jo Jorgensen,LIB,959,False
Illinois,Rock Island County,Howie Hawkins,GRN,310,False
Illinois,Rock Island County,Brian Carroll,ASP,107,False
Illinois,Rock Island County,Gloria La Riva,PSL,88,False
Illinois,Rock Island County, Write-ins,WRI,59,False
Illinois,St. Clair County,Joe Biden,DEM,68325,True
Illinois,St. Clair County,Donald Trump,REP,57150,False
Illinois,St. Clair County,Jo Jorgensen,LIB,1615,False
Illinois,St. Clair County,Howie Hawkins,GRN,666,False
Illinois,St. Clair County,Brian Carroll,ASP,187,False
Illinois,St. Clair County,Gloria La Riva,PSL,147,False
Illinois,St. Clair County, Write-ins,WRI,14,False
Illinois,Saline County,Donald Trump,REP,8103,True
Illinois,Saline County,Joe Biden,DEM,2789,False
Illinois,Saline County,Jo Jorgensen,LIB,124,False
Illinois,Saline County,Howie Hawkins,GRN,35,False
Illinois,Saline County, Write-ins,WRI,23,False
Illinois,Saline County,Gloria La Riva,PSL,11,False
Illinois,Saline County,Brian Carroll,ASP,4,False
Illinois,Sangamon County,Donald Trump,REP,53485,True
Illinois,Sangamon County,Joe Biden,DEM,48917,False
Illinois,Sangamon County,Jo Jorgensen,LIB,1449,False
Illinois,Sangamon County,Howie Hawkins,GRN,620,False
Illinois,Sangamon County,Brian Carroll,ASP,165,False
Illinois,Sangamon County,Gloria La Riva,PSL,115,False
Illinois,Sangamon County, Write-ins,WRI,0,False
Illinois,Schuyler County,Donald Trump,REP,2773,True
Illinois,Schuyler County,Joe Biden,DEM,1068,False
Illinois,Schuyler County,Jo Jorgensen,LIB,48,False
Illinois,Schuyler County,Howie Hawkins,GRN,12,False
Illinois,Schuyler County, Write-ins,WRI,12,False
Illinois,Schuyler County,Brian Carroll,ASP,3,False
Illinois,Schuyler County,Gloria La Riva,PSL,2,False
Illinois,Scott County,Donald Trump,REP,2114,True
Illinois,Scott County,Joe Biden,DEM,572,False
Illinois,Scott County,Jo Jorgensen,LIB,31,False
Illinois,Scott County,Howie Hawkins,GRN,11,False
Illinois,Scott County,Gloria La Riva,PSL,5,False
Illinois,Scott County,Brian Carroll,ASP,4,False
Illinois,Scott County, Write-ins,WRI,4,False
Illinois,Shelby County,Donald Trump,REP,9426,True
Illinois,Shelby County,Joe Biden,DEM,2504,False
Illinois,Shelby County,Jo Jorgensen,LIB,109,False
Illinois,Shelby County,Howie Hawkins,GRN,45,False
Illinois,Shelby County,Brian Carroll,ASP,7,False
Illinois,Shelby County,Gloria La Riva,PSL,5,False
Illinois,Shelby County, Write-ins,WRI,1,False
Illinois,Stark County,Donald Trump,REP,2004,True
Illinois,Stark County,Joe Biden,DEM,815,False
Illinois,Stark County,Jo Jorgensen,LIB,42,False
Illinois,Stark County,Howie Hawkins,GRN,17,False
Illinois,Stark County,Brian Carroll,ASP,3,False
Illinois,Stark County, Write-ins,WRI,3,False
Illinois,Stark County,Gloria La Riva,PSL,2,False
Illinois,Stephenson County,Donald Trump,REP,12521,True
Illinois,Stephenson County,Joe Biden,DEM,9055,False
Illinois,Stephenson County,Jo Jorgensen,LIB,328,False
Illinois,Stephenson County,Howie Hawkins,GRN,94,False
Illinois,Stephenson County,Brian Carroll,ASP,28,False
Illinois,Stephenson County,Gloria La Riva,PSL,21,False
Illinois,Stephenson County, Write-ins,WRI,1,False
Illinois,Tazewell County,Donald Trump,REP,42513,True
Illinois,Tazewell County,Joe Biden,DEM,24819,False
Illinois,Tazewell County,Jo Jorgensen,LIB,1175,False
Illinois,Tazewell County,Howie Hawkins,GRN,342,False
Illinois,Tazewell County,Brian Carroll,ASP,148,False
Illinois,Tazewell County,Gloria La Riva,PSL,54,False
Illinois,Tazewell County, Write-ins,WRI,0,False
Illinois,Union County,Donald Trump,REP,6161,True
Illinois,Union County,Joe Biden,DEM,2579,False
Illinois,Union County,Jo Jorgensen,LIB,89,False
Illinois,Union County,Howie Hawkins,GRN,32,False
Illinois,Union County, Write-ins,WRI,18,False
Illinois,Union County,Brian Carroll,ASP,14,False
Illinois,Union County,Gloria La Riva,PSL,11,False
Illinois,Vermilion County,Donald Trump,REP,20725,True
Illinois,Vermilion County,Joe Biden,DEM,10323,False
Illinois,Vermilion County,Jo Jorgensen,LIB,350,False
Illinois,Vermilion County,Howie Hawkins,GRN,127,False
Illinois,Vermilion County, Write-ins,WRI,58,False
Illinois,Vermilion County,Brian Carroll,ASP,39,False
Illinois,Vermilion County,Gloria La Riva,PSL,20,False
Illinois,Wabash County,Donald Trump,REP,4237,True
Illinois,Wabash County,Joe Biden,DEM,1253,False
Illinois,Wabash County,Jo Jorgensen,LIB,78,False
Illinois,Wabash County,Howie Hawkins,GRN,14,False
Illinois,Wabash County, Write-ins,WRI,14,False
Illinois,Wabash County,Brian Carroll,ASP,6,False
Illinois,Wabash County,Gloria La Riva,PSL,5,False
Illinois,Warren County,Donald Trump,REP,4676,True
Illinois,Warren County,Joe Biden,DEM,3090,False
Illinois,Warren County,Jo Jorgensen,LIB,99,False
Illinois,Warren County,Howie Hawkins,GRN,34,False
Illinois,Warren County, Write-ins,WRI,15,False
Illinois,Warren County,Brian Carroll,ASP,5,False
Illinois,Warren County,Gloria La Riva,PSL,5,False
Illinois,Washington County,Donald Trump,REP,6115,True
Illinois,Washington County,Joe Biden,DEM,1641,False
Illinois,Washington County,Jo Jorgensen,LIB,92,False
Illinois,Washington County,Howie Hawkins,GRN,42,False
Illinois,Washington County, Write-ins,WRI,19,False
Illinois,Washington County,Brian Carroll,ASP,9,False
Illinois,Washington County,Gloria La Riva,PSL,3,False
Illinois,Wayne County,Donald Trump,REP,7176,True
Illinois,Wayne County,Joe Biden,DEM,1187,False
Illinois,Wayne County,Jo Jorgensen,LIB,90,False
Illinois,Wayne County,Howie Hawkins,GRN,23,False
Illinois,Wayne County, Write-ins,WRI,13,False
Illinois,Wayne County,Brian Carroll,ASP,7,False
Illinois,Wayne County,Gloria La Riva,PSL,3,False
Illinois,White County,Donald Trump,REP,5791,True
Illinois,White County,Joe Biden,DEM,1517,False
Illinois,White County,Jo Jorgensen,LIB,82,False
Illinois,White County,Howie Hawkins,GRN,23,False
Illinois,White County, Write-ins,WRI,10,False
Illinois,White County,Brian Carroll,ASP,5,False
Illinois,White County,Gloria La Riva,PSL,3,False
Illinois,Whiteside County,Donald Trump,REP,14527,True
Illinois,Whiteside County,Joe Biden,DEM,12253,False
Illinois,Whiteside County,Jo Jorgensen,LIB,382,False
Illinois,Whiteside County,Howie Hawkins,GRN,154,False
Illinois,Whiteside County,Brian Carroll,ASP,37,False
Illinois,Whiteside County,Gloria La Riva,PSL,22,False
Illinois,Whiteside County, Write-ins,WRI,0,False
Illinois,Will County,Joe Biden,DEM,183915,True
Illinois,Will County,Donald Trump,REP,155116,False
Illinois,Will County,Jo Jorgensen,LIB,3672,False
Illinois,Will County,Howie Hawkins,GRN,1614,False
Illinois,Will County, Write-ins,WRI,1171,False
Illinois,Will County,Brian Carroll,ASP,459,False
Illinois,Will County,Gloria La Riva,PSL,319,False
Illinois,Williamson County,Donald Trump,REP,22801,True
Illinois,Williamson County,Joe Biden,DEM,10206,False
Illinois,Williamson County,Jo Jorgensen,LIB,420,False
Illinois,Williamson County,Howie Hawkins,GRN,169,False
Illinois,Williamson County, Write-ins,WRI,77,False
Illinois,Williamson County,Brian Carroll,ASP,32,False
Illinois,Williamson County,Gloria La Riva,PSL,24,False
Illinois,Winnebago County,Joe Biden,DEM,64056,True
Illinois,Winnebago County,Donald Trump,REP,60861,False
Illinois,Winnebago County,Jo Jorgensen,LIB,1719,False
Illinois,Winnebago County,Howie Hawkins,GRN,645,False
Illinois,Winnebago County,Brian Carroll,ASP,255,False
Illinois,Winnebago County,Gloria La Riva,PSL,173,False
Illinois,Winnebago County, Write-ins,WRI,1,False
Illinois,Woodford County,Donald Trump,REP,14799,True
Illinois,Woodford County,Joe Biden,DEM,6160,False
Illinois,Woodford County,Jo Jorgensen,LIB,314,False
Illinois,Woodford County,Howie Hawkins,GRN,103,False
Illinois,Woodford County, Write-ins,WRI,66,False
Illinois,Woodford County,Brian Carroll,ASP,39,False
Illinois,Woodford County,Gloria La Riva,PSL,17,False
Illinois,Cook Suburbs,Joe Biden,DEM,781238,True
Illinois,Cook Suburbs,Donald Trump,REP,377035,False
Illinois,Cook Suburbs,Jo Jorgensen,LIB,9578,False
Illinois,Cook Suburbs,Howie Hawkins,GRN,5843,False
Illinois,Cook Suburbs,Brian Carroll,ASP,1587,False
Illinois,Cook Suburbs,Gloria La Riva,PSL,1377,False
Illinois,Cook Suburbs, Write-ins,WRI,0,False
Indiana,Adams County,Donald Trump,REP,10686,True
Indiana,Adams County,Joe Biden,DEM,3236,False
Indiana,Adams County,Jo Jorgensen,LIB,287,False
Indiana,Adams County, Write-ins,WRI,0,False
Indiana,Allen County,Donald Trump,REP,92083,True
Indiana,Allen County,Joe Biden,DEM,73189,False
Indiana,Allen County,Jo Jorgensen,LIB,3728,False
Indiana,Allen County, Write-ins,WRI,82,False
Indiana,Bartholomew County,Donald Trump,REP,22410,True
Indiana,Bartholomew County,Joe Biden,DEM,12934,False
Indiana,Bartholomew County,Jo Jorgensen,LIB,872,False
Indiana,Bartholomew County, Write-ins,WRI,19,False
Indiana,Benton County,Donald Trump,REP,3007,True
Indiana,Benton County,Joe Biden,DEM,1009,False
Indiana,Benton County,Jo Jorgensen,LIB,92,False
Indiana,Benton County, Write-ins,WRI,6,False
Indiana,Blackford County,Donald Trump,REP,3841,True
Indiana,Blackford County,Joe Biden,DEM,1376,False
Indiana,Blackford County,Jo Jorgensen,LIB,131,False
Indiana,Blackford County, Write-ins,WRI,2,False
Indiana,Boone County,Donald Trump,REP,22351,True
Indiana,Boone County,Joe Biden,DEM,15244,False
Indiana,Boone County,Jo Jorgensen,LIB,905,False
Indiana,Boone County, Write-ins,WRI,20,False
Indiana,Brown County,Donald Trump,REP,5777,True
Indiana,Brown County,Joe Biden,DEM,3036,False
Indiana,Brown County,Jo Jorgensen,LIB,168,False
Indiana,Carroll County,Donald Trump,REP,7086,True
Indiana,Carroll County,Joe Biden,DEM,2224,False
Indiana,Carroll County,Jo Jorgensen,LIB,185,False
Indiana,Carroll County, Write-ins,WRI,0,False
Indiana,Cass County,Donald Trump,REP,10552,True
Indiana,Cass County,Joe Biden,DEM,4304,False
Indiana,Cass County,Jo Jorgensen,LIB,333,False
Indiana,Cass County, Write-ins,WRI,9,False
Indiana,Clark County,Donald Trump,REP,33668,True
Indiana,Clark County,Joe Biden,DEM,23093,False
Indiana,Clark County,Jo Jorgensen,LIB,1108,False
Indiana,Clark County, Write-ins,WRI,0,False
Indiana,Clay County,Donald Trump,REP,9499,True
Indiana,Clay County,Joe Biden,DEM,2552,False
Indiana,Clay County,Jo Jorgensen,LIB,208,False
Indiana,Clay County, Write-ins,WRI,8,False
Indiana,Clinton County,Donald Trump,REP,9334,True
Indiana,Clinton County,Joe Biden,DEM,3361,False
Indiana,Clinton County,Jo Jorgensen,LIB,246,False
Indiana,Clinton County, Write-ins,WRI,8,False
Indiana,Crawford County,Donald Trump,REP,3483,True
Indiana,Crawford County,Joe Biden,DEM,1355,False
Indiana,Crawford County,Jo Jorgensen,LIB,106,False
Indiana,Crawford County, Write-ins,WRI,0,False
Indiana,Daviess County,Donald Trump,REP,9576,True
Indiana,Daviess County,Joe Biden,DEM,2169,False
Indiana,Daviess County,Jo Jorgensen,LIB,204,False
Indiana,Daviess County, Write-ins,WRI,5,False
Indiana,Dearborn County,Donald Trump,REP,19528,True
Indiana,Dearborn County,Joe Biden,DEM,5446,False
Indiana,Dearborn County,Jo Jorgensen,LIB,387,False
Indiana,Dearborn County, Write-ins,WRI,22,False
Indiana,Decatur County,Donald Trump,REP,9575,True
Indiana,Decatur County,Joe Biden,DEM,2439,False
Indiana,Decatur County,Jo Jorgensen,LIB,273,False
Indiana,Decatur County, Write-ins,WRI,0,False
Indiana,DeKalb County,Donald Trump,REP,14237,True
Indiana,DeKalb County,Joe Biden,DEM,4966,False
Indiana,DeKalb County,Jo Jorgensen,LIB,425,False
Indiana,DeKalb County, Write-ins,WRI,0,False
Indiana,Delaware County,Donald Trump,REP,26827,True
Indiana,Delaware County,Joe Biden,DEM,20474,False
Indiana,Delaware County,Jo Jorgensen,LIB,890,False
Indiana,Delaware County, Write-ins,WRI,0,False
Indiana,Dubois County,Donald Trump,REP,15033,True
Indiana,Dubois County,Joe Biden,DEM,6292,False
Indiana,Dubois County,Jo Jorgensen,LIB,432,False
Indiana,Dubois County, Write-ins,WRI,13,False
Indiana,Elkhart County,Donald Trump,REP,46972,True
Indiana,Elkhart County,Joe Biden,DEM,26108,False
Indiana,Elkhart County,Jo Jorgensen,LIB,1241,False
Indiana,Elkhart County, Write-ins,WRI,66,False
Indiana,Fayette County,Donald Trump,REP,7755,True
Indiana,Fayette County,Joe Biden,DEM,2237,False
Indiana,Fayette County,Jo Jorgensen,LIB,144,False
Indiana,Fayette County, Write-ins,WRI,0,False
Indiana,Floyd County,Donald Trump,REP,23400,True
Indiana,Floyd County,Joe Biden,DEM,17511,False
Indiana,Floyd County,Jo Jorgensen,LIB,850,False
Indiana,Floyd County, Write-ins,WRI,41,False
Indiana,Fountain County,Donald Trump,REP,6154,True
Indiana,Fountain County,Joe Biden,DEM,1629,False
Indiana,Fountain County,Jo Jorgensen,LIB,200,False
Indiana,Fountain County, Write-ins,WRI,3,False
Indiana,Franklin County,Donald Trump,REP,9691,True
Indiana,Franklin County,Joe Biden,DEM,2137,False
Indiana,Franklin County,Jo Jorgensen,LIB,169,False
Indiana,Franklin County, Write-ins,WRI,3,False
Indiana,Fulton County,Donald Trump,REP,6694,True
Indiana,Fulton County,Joe Biden,DEM,2280,False
Indiana,Fulton County,Jo Jorgensen,LIB,170,False
Indiana,Fulton County, Write-ins,WRI,3,False
Indiana,Gibson County,Donald Trump,REP,11817,True
Indiana,Gibson County,Joe Biden,DEM,4023,False
Indiana,Gibson County,Jo Jorgensen,LIB,321,False
Indiana,Gibson County, Write-ins,WRI,0,False
Indiana,Grant County,Donald Trump,REP,18543,True
Indiana,Grant County,Joe Biden,DEM,8015,False
Indiana,Grant County,Jo Jorgensen,LIB,584,False
Indiana,Grant County, Write-ins,WRI,17,False
Indiana,Greene County,Donald Trump,REP,11103,True
Indiana,Greene County,Joe Biden,DEM,3389,False
Indiana,Greene County,Jo Jorgensen,LIB,290,False
Indiana,Greene County, Write-ins,WRI,2,False
Indiana,Hamilton County,Donald Trump,REP,101587,True
Indiana,Hamilton County,Joe Biden,DEM,88390,False
Indiana,Hamilton County,Jo Jorgensen,LIB,3894,False
Indiana,Hamilton County, Write-ins,WRI,128,False
Indiana,Hancock County,Donald Trump,REP,28996,True
Indiana,Hancock County,Joe Biden,DEM,12895,False
Indiana,Hancock County,Jo Jorgensen,LIB,1016,False
Indiana,Hancock County, Write-ins,WRI,4,False
Indiana,Harrison County,Donald Trump,REP,14565,True
Indiana,Harrison County,Joe Biden,DEM,5343,False
Indiana,Harrison County,Jo Jorgensen,LIB,323,False
Indiana,Harrison County, Write-ins,WRI,5,False
Indiana,Hendricks County,Donald Trump,REP,53802,True
Indiana,Hendricks County,Joe Biden,DEM,32604,False
Indiana,Hendricks County,Jo Jorgensen,LIB,2052,False
Indiana,Hendricks County, Write-ins,WRI,47,False
Indiana,Henry County,Donald Trump,REP,15043,True
Indiana,Henry County,Joe Biden,DEM,5544,False
Indiana,Henry County,Jo Jorgensen,LIB,434,False
Indiana,Henry County, Write-ins,WRI,9,False
Indiana,Howard County,Donald Trump,REP,26449,True
Indiana,Howard County,Joe Biden,DEM,13303,False
Indiana,Howard County,Jo Jorgensen,LIB,858,False
Indiana,Howard County, Write-ins,WRI,20,False
Indiana,Huntington County,Donald Trump,REP,13147,True
Indiana,Huntington County,Joe Biden,DEM,4255,False
Indiana,Huntington County,Jo Jorgensen,LIB,408,False
Indiana,Huntington County, Write-ins,WRI,19,False
Indiana,Jackson County,Donald Trump,REP,14555,True
Indiana,Jackson County,Joe Biden,DEM,4302,False
Indiana,Jackson County,Jo Jorgensen,LIB,381,False
Indiana,Jackson County, Write-ins,WRI,0,False
Indiana,Jasper County,Donald Trump,REP,11383,True
Indiana,Jasper County,Joe Biden,DEM,3798,False
Indiana,Jasper County,Jo Jorgensen,LIB,288,False
Indiana,Jasper County, Write-ins,WRI,6,False
Indiana,Jay County,Donald Trump,REP,6361,True
Indiana,Jay County,Joe Biden,DEM,1926,False
Indiana,Jay County,Jo Jorgensen,LIB,169,False
Indiana,Jay County, Write-ins,WRI,5,False
Indiana,Jefferson County,Donald Trump,REP,9663,True
Indiana,Jefferson County,Joe Biden,DEM,4731,False
Indiana,Jefferson County,Jo Jorgensen,LIB,296,False
Indiana,Jefferson County, Write-ins,WRI,7,False
Indiana,Jennings County,Donald Trump,REP,9490,True
Indiana,Jennings County,Joe Biden,DEM,2523,False
Indiana,Jennings County,Jo Jorgensen,LIB,238,False
Indiana,Jennings County, Write-ins,WRI,0,False
Indiana,Johnson County,Donald Trump,REP,51219,True
Indiana,Johnson County,Joe Biden,DEM,24736,False
Indiana,Johnson County,Jo Jorgensen,LIB,1618,False
Indiana,Johnson County, Write-ins,WRI,45,False
