company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_cert,has_bais_id,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,business_type,construction,year_established,number_employees,business_area_1,business_area_2,business_area_3,naics_1,naics_2,naics_3
Dagle Electrical Construction Corporation,Electrical contractor; traffic signal; street lighting; installation and maintenance   ,WBE,,,true,true,P.O. Box 760982 Melrose MA 02176,Melrose,MA,02176,Ms. Maureen P Dagle,President,(800) 379-1459,(781) 937-7678,maureen@deccorp.com,Profit,true,,41-100,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,
"Daily General Counsel, PLLC",Legal services; business consulting   ,WBE,,,false,true,12 Stedman Street Brookline MA 02446,Brookline,MA,02446,Ms. Jan Glassman,Managing Member,(800) 296-7681,,jan.glassman@dailygc.com,Profit,false,2012,Under 10,AT - Attorneys,,,541110 - Offices of Lawyers,541199 - All Other Legal Services ,
"David Fox, Photographer dba Foremost","Photography, video and consulting   ",,SBE,,false,false,"C/O Films and Videos, Inc. Framingham MA 01702",Framingham,MA,01702,Mr. David Fox,Owner,(508) 820-1130,(508) 820-0558,,Profit,false,1982,Under 10,PG - Photography,,,"541921 - Photography Studios, Portrait ",541922 - Commercial Photography ,
"Day Health Strategies, LLC",Consulting services on design and implementation of healthcare reform programs   ,WBE,SBE,,true,false,324 Broadway Somerville MA 02145,Somerville,MA,02145,Ms. Rosemarie Day,President,(617) 666-0040,,rosemarie@dayhealthstrategies.com,Profit,false,2012,,"COH - Consultants: Health, Psychological",,,"541990 - All Other Professional, Scientific, and Technical Services",,
D. Bellavance Agency,Computer and writing training   ,WBE,SLBE,,true,false,291 Beacon Street Boston MA 02116,Boston,MA,02116,Ms. Diane M Bellavance,Owner,(617) 262-0411,,dbellava@alumni.neu.edu,Profit,false,1977,Under 10,COM - Consultants: Management,PU - Publishers,,611420 - Computer Training ,611430 - Professional and Management Development Training ,
"DCR, Inc.",Masonry contractor   ,WBE,SBE,,false,false,6 B Street Burlington MA 01803,Burlington,MA,01803,Ms. Carla Salvucci,President,(781) 229-6543,(781) 272-1585,csalvucci@dcrmasonry.com,Profit,true,1999,10-20,CM - Concrete & Masonry Contractors,,,238140 - Masonry Contractors ,,
D & D Towing,Towing company   ,WBE,SLBE,,false,true,1 Ellery Street South Boston MA 02127,South Boston,MA,02127,Ms. Elizabeth Wheeler,Owner,(617) 464-8697,(617) 464-0484,dwhe605849@aol.com,Profit,false,1993,Under 10,TK - Trucking (Waste Disposal Commodities Transport),,,488410 - Motor Vehicle Towing,488999 - All Other Support Activities for Transportation ,
"Decades of Dance Entertainment, Inc. dba","Dj's,  Musicians and Misc. Performers   ",,SBE,,false,false,Craig Sutton Entertainment Svc Framingham MA 01701,Framingham,MA,01701,Mr. Craig Sutton,,(508) 877-8535,(508) 877-8435,,Profit,false,1992,Under 10,ET - Entertainment/Entertainer,,,"711410 - Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","711510 - Independent Artists, Writers, and Performers ",
Delectable Desires Pastries,"Bakery, providing all types of baked goods, beverages, and special order cakes; and catering services   ",MWBE,SLBE,,false,true,1755 Centre Street West Roxbury MA 02132,West Roxbury,MA,02132,Ms. Carlene O'Garro,Owner,(617) 678-6001,,carlene@delectabledesires.net,Profit,false,2014,Under 10,CT - Catering,"FD - Food Products, Services",,445291 - Baked Goods Stores ,722320 - Caterers,
"Delta X Industries, Inc.","Supplier of math teaching aids:  games, manipulatives, drawing instruments, videos, workbooks and computer software manipulatives, drawing instruments, videos, workbooks and computer software   ",WBE,,,false,false,P.O. Box 256 Marinette WI 54143,Marinette,WI,54143,Jean M Hornick,President,(715) 789-2954,(715) 789-2957,,Profit,false,1977,Under 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)","ED - Education (see also OS, TA)",,,,
"Dependable Masonry Construction Company, Inc.",Masonry; brick paving; curbsetting; manholes and sidewalks   ,MBE,SBE,,true,false,1245 Hancock Street Quincy MA 02169,Quincy,MA,02169,Mr. Edmund A Henry,President,(978) 664-5453,(978) 664-1360,dmcci@hotmail.com,Profit,true,1978,21-40,CM - Concrete & Masonry Contractors,"PL - Plastering, Drywall Contractors",CA - Carpentry,238140 - Masonry Contractors ,,
"DePrizio Paving and Construction Company, Inc.",All types of interior and exterior demolition work   ,,SBE,SDVOSB,false,false,793 Turnike Street North Andover MA 01845,North Andover,MA,01845,Mr. Louis J DePrizio,President,(617) 884-1802,(617) 884-2506,ldeprizio@verizon.net,Profit,true,1977,Under 10,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,,238910 - Site Preparation Contractors,,
Design Construction Consulting Services,Construction; consulting; restoration; renovation   ,MBE,SLBE,,false,true,74 Howland Street Dorchester MA 02121,Dorchester,MA,02121,Mr. Cesar DaSilva,President,(617) 541-0900,(617) 541-9990,dccs@comcast.net,Profit,true,2001,Under 10,GC - General Contractors,,,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,236118 - Residential Remodelers ,236220 - Commercial and Institutional Building Construction 
Designer Masonry Inc.,"Specializing in masonry, brick, stone;  commercial and residential   ",MBE,SLBE,,true,true,P.O. Box 24089 Dorchester MA 02124,Dorchester,MA,02124,Mr. Thurgood Jones,President,(617) 474-9882,(617) 474-9884,designermasonry@hotmail.com,Profit,true,2001,Under 10,CM - Concrete & Masonry Contractors,"ER - Exterior Restoration, Sandblasting (Anti-Graffiti)",PV - Paving Contractors,238140 - Masonry Contractors ,,
"designLAB architects, Inc.",Architectural and design services   ,,SLBE,,false,true,35 Channel Center Street Boston MA 02210,Boston,MA,02210,Mr. Robert Miklos,President,(617) 350-3005,(617) 350-6006,rmiklos@designlabarch.com,Profit,false,2005,10-20,AE - Architects/Engineers,,,541310 - Architectural Services,,
Devon Plumbing & Heating Corp.,All types of plumbing and heating   ,MBE,SLBE,,true,true,52 Evelyn Street Mattapan MA 02126,Mattapan,MA,02126,Mr. Devon R Graham,,(617) 298-2728,(617) 296-5134,devonplumbing@yahoo.com,Profit,true,1987,Under 10,PB - Plumbing,,,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",,
"DHK Architects, Inc.","Architectural planning and design for public and private clients in areas of housing, transportation, industrial and institutional facilities   facilities and institutional facilities",MBE,SLBE,,true,true,54 Canal Street Boston MA 02114,Boston,MA,02114,"Mr. Fernando M Domenech, Jr.",President,(617) 267-6408,(617) 267-1990,,Profit,false,1978,21-40,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",COD - Consultants: Design,541310 - Architectural Services,,
"Different Tastes, Inc.",Catering and special event coordination   ,,SBE,,false,true,103A Broadway Chelsea MA 02150,Chelsea,MA,02150,John Milan,Mr.,(617) 884-3791,(617) 884-9366,,Profit,false,1981,21-40,CT - Catering,"FD - Food Products, Services",,722320 - Caterers,,
"Diversified Technology Consultants, Inc.","Structural engineering, civil engineering, mechanical engineering, electrical engineering, landscape architecture, transportation and bridge design, plumbing and fire protection design   ",MBE,,,true,false,305 N. Main Street Andover MA 01810,Andover,MA,01810,Mr. Sailesh Alturu,President and CEO,(978) 475-2935,(203) 234-7376,robert.hammersley@teamdtc.com,Profit,false,1979,41-100,"COA - Consultants: Architecture, Engineering",CON - Consultants: Environmental,COU - Consultants: Transportation,541330 - Engineering Services,541620 - Environmental Consulting Services,"541990 - All Other Professional, Scientific, and Technical Services"
"Divino Nino Childcare and Home Provider Program, Inc.",Consulting services specializing in home daycare providers,MWBE,,,true,false,"20 Central Avenue, Suite 501 Lynn MA 01902",Lynn,MA,01902,Ms. Milka Ramos,President,(781) 632-7603,,divinoninochildcare@gmail.com,Profit,false,2019,Under 10,CC - Childcare,,,624410 - Child Day Care Services ,,
"DKI Engineering and Consulting USA, P.C.","Feasibility studies, design, engineering, planning and construction management for airports, bridges, highways, railroad, transits, high speed transit, light rail transit, tunnels, and water/wastewater facilities   ",MBE,SBE,,true,false,1 Deep Woods Drive  Latham NY 12110,Latham,NY,12110,Mr. Dhirendra K Gupta,President,(518) 373-4999,(518) 373-6657,dki123@aol.com,Profit,false,1978,Under 10,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",COD - Consultants: Design,541330 - Engineering Services,,
"D.L. Wareham, Inc. dba First Call Trucking","Delivery service, trucks and vans; and warehousing   ",WBE,SLBE,,false,false,33 Tozer Road Beverly MA 01915,Beverly,MA,01915,Mr. John J DeFazio,,(617) 330-5100,(617) 330-9309,nancy@firstcalltrucking.com,Profit,true,1992,Under 10,TK - Trucking (Waste Disposal Commodities Transport),,,,492210 - Local Messengers and Local Delivery,
Documenting Life's Moments Photography,"Photography, portrait and commercial   ",,SLBE,,false,false,26 South Walter Street Roslindale MA 02131,Roslindale,MA,02131,Mr. David Lang,Owner,(508) 740-2992,,dave@documentinglifesmoments.com,Profit,false,2010,Under 10,PG - Photography,,,"541921 - Photography Studios, Portrait ",541922 - Commercial Photography ,
"Done Right Building Services, Inc.",Janitorial and maintenance services; mechanical maintenance; landscaping and snow removal; and consulting   ,MBE,SLBE,,true,true,Four Copley Place Boston MA 02116,Boston,MA,02116,Mr. Anthony A Samuels,President,(617) 236-0155,(617) 236-0704,asamuels@donerightservices.com,Profit,false,1993,21-40,"JA - Janitorial Services/Supplies (see also MA, RS)",PA - Painting and Papering Contractors,LA - Landscaping Contractors,561720 - Janitorial Services ,,
Don Martin Corporation,"Paving, road construction; equipment rental   ",MBE,,,true,false,475 School Street Marshfield MA 02050,Marshfield,MA,02050,"Mr. Donald J Martin, Jr.",,(781) 834-0071,(781) 834-6538,donmartin@donmartincorp.com,Profit,true,1983,21-40,PV - Paving Contractors,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,238910 - Site Preparation Contractors,"237310 - Highway, Street, and Bridge Construction ",
Dorchester Bay Economic Development Corporation,Developers and owners of rental housing units; small business loans   ,MBE,,,false,true,594 Columbia Road Dorchester MA 02125,Dorchester,MA,02125,Mr. Perry Newman,CEO,(617) 533-9586,(617) 825-3522,pnewman@dbedc.org,Not-for-Profit,false,1979,21-40,EC - Economic Development,,,531110 - Lessors of Residential Buildings and Dwellings ,522291 - Consumer Lending ,925120 - Administration of Urban Planning and Community and Rural Development 
"DREAM Collaborative, LLC","Architecture, urban design, and sustainability/LEED",MBE,,,true,false,"31 St. James Avenue, 6th Floor Boston MA 02116",Boston,MA,02116,Mr. Gregory Minott,Managing Principal,(617) 606-7029,,gmateo@dreamcollaborative.com,Profit,false,2008,21-40,AE - Architects/Engineers,,,541310 - Architectural Services,,
"Drywall Plus, Inc.","Light commercial construction, including framing, drywall installation and painting ",MBE,SLBE,,false,false,239 Fuller Street Dorchester MA 02124,Dorchester,MA,02124,Mr. Frank Harris,President.,(617) 445-4287,(617) 265-4131,,Profit,true,1989,Under 10,"PL - Plastering, Drywall Contractors",PA - Painting and Papering Contractors,CA - Carpentry,,,
D. Silva Trucking,"Trucking, hauling   ",MBE,,,true,false,270 Centre Street Carver MA 02330,Carver,MA,02330,Mr. Daniel Silva,Owner,(508) 866-2478,,,Profit,true,1988,Under 10,TK - Trucking (Waste Disposal Commodities Transport),,,,,
"Eagle Development Partners, LLC","Real estate development, construction management, owners project manager   ",MBE,SBE,,true,false,105 Central Street Stoneham MA 02180,Stoneham,MA,02180,Mr. Gosder Cherilus,President,(781) 279-0060,,gcherilus@eagledevelopmentpartners.com,Profit,true,2010,Under 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",CN - Construction Management: Small Commercial Projects,COB - Consultants: City Planning,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,,
"Eagle Point Builders, Inc.","General contractor, including general building construction; carpentry; tile work; masonry; roofing   shingles); and snow plowing",WBE,SBE,,true,false,54 Burnham Street Belmont MA 02478,Belmont,MA,02478,Ms. Theresa L Moroso,President,(617) 484-3664,(617) 209-2130,epbbuilders@aol.com,Profit,true,1991,10-20,GC - General Contractors,CA - Carpentry,CM - Concrete & Masonry Contractors,238350 - Finish Carpentry Contractors,238140 - Masonry Contractors ,238160 - Roofing Contractors 
East Coast Petroleum Corporation,Distributor of #2 diesel and heating oil HVAC sales and installation; 24 hour emergency burner service; petroleum sales/without bulk terminals; environmental-remediation; solar sales-regeneration; energy management-audits; natural gas distribution   Conditioning; Enviornmental,WBE,,,true,true,1185 Turnpike Street Stoughton MA 02072,Stoughton,MA,02072,Ms. Loretta T DeGrazia,President,(781) 297-7030,(781) 297-7011,ltd@eastcoastpetroleum.com,Profit,false,1985,10-20,PP - Petroleum Products (Sales/Service),,,221210 - Natural Gas Distribution ,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,221114 - Solar Electric Power Generation 
"Eastern Bag and Paper Company, Inc. dba EBP Supply Solutions",Wholesale distribution of paper goods and janitorial goods   ,WBE,,,true,true,200 Research Drive Milford CT 06460,Milford,CT,06460,Ms. Meredith Reuben,CEO,(203) 878-1814,(203) 783-9824,mreuben@ebpsupply.com,Profit,false,1918,Over 100,SU - Suppliers,"JA - Janitorial Services/Supplies (see also MA, RS)","AHS - Health Care (Providers, Services)",424130 - Industrial and Personal Service Paper Merchant Wholesalers ,424990 - Other Miscellaneous Nondurable Goods Merchant Wholesalers ,
"Eastern General Contractors, Inc.",General contracting; construction management; design build   ,MBE,SBE,,true,false,52-60 Berkshire Avenue Springfield MA 01109,Springfield,MA,01109,Mr. John H Murphy,President,(413) 733-6544,(413) 731-5914,jmurphy@egci.com,Profit,true,1970,41-100,GC - General Contractors,CM - Concrete & Masonry Contractors,CA - Carpentry,236210 - Industrial Building Construction ,,
eBree Design,Custom website design and development; web marketing; search engine optimization (SEO); ExpressionEngine (EE) Content Management Systems (CMS).   ,WBE,SBE,,false,false,24 Rosemary Avenue Wakefield MA 01880,Wakefield,MA,01880,Ms. Bree Rodrigues,Owner,(617) 863-0802,,info@ebree.com,Profit,false,2001,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COD - Consultants: Design,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services
EcoDocx LLC,Business support services:  OpenText and StreamServe consulting   ,MWBE,SLBE,,false,false,50 Milk Street Boston MA 02109,Boston,MA,02109,Ms. Tien-Tien Lai,Owner,(617) 383-9185,,tlai@ecodocx.com,Profit,false,2009,Under 10,COS - Consultants: Systems Analysis,"OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)",,561499 - All Other Business Support Services ,,
