"license_num","historicallicensenum","status","license_type","issued","expires","business_name","dba_name","comments","location_comments","opening","closing","patronsout","capacity","applicant","manager","day_phone","evening_phone","address","city","state","zip","gpsx","gpsy"
LB-99796,CV7MWL0149,Active,CV7 Malt Wine Liq.,2013-11-29,2020-12-31,THE TASTING ROOM LLC,TASTE WINE BAR & CAFE,,"In one large room (4 dining areas), kitchen and storage on ground floor, entrance on Summer Street and emergency exits through common building lobby to Bedford Street.",,"1:00 AM","1:30 AM",77.00, THE TASTING ROOM LLC, CHRISTOPHER HSI,,,"101   Summer ST",Boston,MA,"02111",775581.60406144,2954211.35980797
LB-101936,RETAL0138,Active,Retail All Alc.,2013-11-29,2020-12-31,"ARCHDALE LIQUOR, INC.",ARCHDALE LIQUORS,BOARD ACKNOWLEDGED GRANTED 10 00 AM OPENING ON SUNDAYS,In one room on the first floor with rear room and cellar for stock.,,"11:00 PM",,0.00," ARCHDALE LIQUOR, INC.", FELICIANO DEL VALLE,,,"3999A-4001   Washington ST",Roslindale,MA,"02131",758513.969422132,2931944.00098246
LB-98896,CV7AL0009,Active,CV7 All Alc.,2013-11-29,2020-12-31,"99 RESTAURANTS OF BOSTON, LLC","99 RESTAURANT & PUB",ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 11AM TO NOON,"One room, with separate kitchen, office , storage room  & kitchen on  first floor.",,"1:00 AM","1:30 AM",226.00," 99 RESTAURANTS OF BOSTON, LLC", ROBERT CAPPELLO,,(978)664-6335,"29-31  Austin St",Charlestown,MA,"02129",773164.860465384,2961916.3510426
LB-101953,RETAL0167,Active,Retail All Alc.,2013-11-29,2020-12-31,"DELUCA'S MARKET, INC.",DELUCA'S MARKET,THAT GROUND FLOOR ROOMS BE USED ONLY DISPLAY CHECK OUT,Rear and side exits for emergency; at 7-11 Charles St. and Rear and Front exits at 13-15 Charles St. Two rooms first floor at 7-11 Charles St. - Four rooms and storage in basement at 7-11 Charles St. & 13-15 Charles Street.,,"11:00 PM",,0.00," DELUCA'S MARKET, INC.", ROBERT B. AIELLO,,(617)227-2117,"7-11  Charles ST",Boston,MA,"02114",772564.179941109,2955233.59401982
LB-99495,CV7ALR0011,Active,CV7 All Alc. Restrict.,2013-11-29,2020-12-31,"O YA, LLC",O YA,HOURS OPERATION SUNDAY WEDNESDAY 11 00 THURSDAY SATURDAY MIDNIGHT,IN ONE ROOM ON THE FIRST FLOOR; ONE ENTRY AREA IN FRONT; KITCHEN AND STORAGE IN THE REAR.,,"11:00 PM","11:30 PM",49.00," O YA, LLC", NANCY E. CUSHMAN,,"5085203790","9    East ST",Boston,MA,"02111",775929.890910357,2953371.94391443
LB-98792,CLBAL0020,Active,Clb. All Alc.,2013-11-29,2020-12-31,"TWENTY-FOUR EIGHTEEN CLUB, INC.",,       ,Rear and side exits for emergency and stock; In one room on first floor; One room in basement for storage.,,"2:00 AM","2:30 AM",215.00," TWENTY-FOUR EIGHTEEN CLUB, INC.", LESLY PIERRE CHARLES,,(857)205-0998,"18-24   Washington ST",Boston,MA,"02121",769124.210597116,2937417.41280865
LB-99763,CV7MWL0093,Active,CV7 Malt Wine Liq.,2013-11-29,2020-12-31,"1625 EXCHANGE, INC.",THE GINGER EXCHANGE,MALT WINE LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS NO BAR PATIO CONDITIONS 10PM CLOSING HOUR PATIO MUST BE STAFFED ALL TIMES ALCOHOL SERVICE WITH FOOD ONLY,"IN ONE ROOM, KITCHEN AND STORAGE ON FIRST FLOOR, ENTRANCE ON TREMONT STREET, WITH EMERGENCY EXIT IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO OFF REAR OF PREMISES FOR 24 PATRONS FROM MAY THROUGH OCTOBER BETWEEN THE HOURS OF 9:00 A.M. - 10:00 P.M.",,"1:00 AM","1:30 AM",42.00," 1625 EXCHANGE, INC.", CHRISTINE CHAN,,"6178756789","1625     Tremont ST",Roxbury,MA,"02120",763363.098738656,2946958.13030845
LB-99177,CV7AL0334,Active,CV7 All Alc.,2013-11-29,2020-12-31,"HIGH STREET RESTAURANT GROUP, LLC",HOWL AT THE MOON AND DOWN ULTRA LOUNGE,"11 00 OPENING ON SUNDAYS SERVICE ALCOHOL WITH BRUNCH BOTTLE SERVICE PLAN SUBMITTED LICENSEE APPROVED BOARD ON 12","In one room, kitchen and storage area on the first floor; basement consisting of one room, one function room and two storage rooms.  Ground level - 337, no more than 227 standing; Basement - 203, no more than 167 standing.",,"2:00 AM","2:30 AM",540.00," HIGH STREET RESTAURANT GROUP, LLC"," PAUL G. HOLIAN, JR.",,(781)237-1819,"184    High ST",Boston,MA,"02110",777100.942655444,2955320.46260424
LB-98888,CV7AL0001,Active,CV7 All Alc.,2013-11-29,2020-12-31,THE TWELVE BENS,,Food to be available all times including Sunday Second floor used function only On second alcoholic beverage served in conjunction with meals,"In one room on first floor with kitchen, with storage in the basement.  Capacity breakdown: 1st fl - 145; 2nd fl - 140.",,"2:00 AM","2:30 AM",285.00, THE TWELVE BENS, MICHAEL P. MANNION,,(617)287-1331,"315    Adams ST",Dorchester,MA,"02122",775856.999998286,2934149.99999252
LB-101907,RETAL0098,Active,Retail All Alc.,2013-11-29,2020-12-31,ROBERT B. AIELLO,DELUCA'S BACK BAY MARKET,Go to document ID 0004R,"One room first floor, two rooms basement and one room basement for stock",,"11:00 PM",,0.00, ROBERT B. AIELLO, ROBERT B. AIELLO,,,"239   Newbury ST",Boston,MA,"02116",769039.826487944,2952772.32013787
LB-101939,RETAL0142,Active,Retail All Alc.,2013-11-29,2020-12-31,"CODMAN SQUARE LIQUORS, LLC",CROWN LIQUORS II,,Rear entrance for stock; One room first floor; Rear room and cellar for stock.,,"11:00 PM",,0.00," CODMAN SQUARE LIQOURS, LLC", GEORGE J. STAMATOS,(617)265-7582,,"571   Washington ST",Dorchester,MA,"02124",771968.271674663,2931588.18978214
LB-99717,CV7MWL0024,Active,CV7 Malt Wine Liq.,2013-11-29,2020-12-31,"CARLO'S CUCINA 02134, INC.",CARLO'S CUCINA ITALIANA,No Bar Malt Wine with Liqueurs to be served only in conjunction meals,"IN ONE ROOM WITH KITCHEN ON THE GROUND FLOOR, STORAGE IN BASEMENT.",,"11:00 PM","11:30 PM",48.00," CARLO'S CUCINA 02134, INC.", BRYANT RODRIGUEZ,(617)254-9759,,"131    Brighton AVE",Allston,MA,"02134",755865.000011668,2953910.00001092
LB-99512,CV7MW0011,Active,CV7 Malt Wine,2013-11-29,2020-12-31,"LITTLE STEVE'S PIZZA, INC",LITTLE STEVIE'S PIZZA,"00 opening hour service food only closing PATIO CONDITIONS Alcoholic beverages to be served in conjunction with meals staffed all times",ONE ROOM FIRST FLOOR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL - OCTOBER FOR 16 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,,"1:00 AM","1:30 AM",85.00," LITTLE STEVE'S PIZZA, INC", MARTIN TRAGNI,,(617)515-9465,"1114   Boylston ST",Boston,MA,"02215",767350.247446358,2951667.18352884
LB-101952,RETAL0166,Active,Retail All Alc.,2013-11-29,2020-12-31,"GENECCA VINTAGE LIQUORS, INC.","BEACON HILL WINE & SPIRITS, INC.",That all trash refuse from premises be stored only interior building until proper time that no there commercial or private least three days per week Charles Str,One room first floor; cellar for stock.,,"11:00 PM",,0.00," GENECCA VINTAGE LIQUORS, INC.", EUGENE BERALDI,,"7812319407","63    Charles ST",Boston,MA,"02114",772331.511707008,2955755.91876465
LB-99179,CV7AL0337,Active,CV7 All Alc.,2013-11-29,2020-12-31,"JIMMY JUMBO ENTERPRISES, LLC",NEBO,,"MAIN FLOOR; ONE LARGE DINING AREA WITH 104 SEATS, BAR SEATING WITH 57 SEATS, AND KITCHEN IN REAR.  OUTDOOR PATIO ON CITY PROPERTY WITH 77 SEATS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.  LOWER LEVEL: ADDITIONAL AREA FOR FOOD PREPARATION, STORAGE, AND OFFICES.  TWO ENTRANCES ON ATLANTIC AVENUE.  TW",,"2:00 AM","2:30 AM",180.00," JIMMY JUMBO ENTERPRISES, LLC", CARLA PALLOTTA,,"6174354035","520-530   Atlantic AV",Boston,MA,"02110",,
LB-99630,CV7MW0419,Active,CV7 Malt Wine,2013-11-29,2020-12-31,"TABAR, INC.",,HOURS OPERATION SUNDAY THURSDAY 00 FRIDAY SATURDAY 10,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.",,"10:00 PM","10:30 PM",18.00," TABAR, INC.", DAREK BARCIKOWSKI,,"6172695178","611    Dorchester AVE",South Boston,MA,"02127",775926.999998346,2945150.00000277
LB-99612,CV7MW0377,Active,CV7 Malt Wine Liq.,2013-11-29,2020-12-31,"LAS PALMAS MARKET, INC.",EL PALMAR RESTAURANT,NO BAR ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY,"In one room on the first floor; kitchen in the rear, storage in the basement.",,"11:00 PM","11:30 PM",19.00," LAS PALMAS MARKET, INC.", WILFREDO PALMA PLEITEZ,(617)569-8600,,"290    Bennington ST",East Boston,MA,"02128",783537.357573435,2963495.77467586
LB-99561,CV7MW0188,Active,CV7 Malt Wine,2013-11-29,2020-12-31,"SHIAWASE, INC.",MOKO JAPANESE RESTAURANT,,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN IN REAR; ENTRANCES AT FRONT AND REAR; CELLAR FOR STOCK.,,"1:00 AM","1:30 AM",32.00," SHIAWASE, INC.", JOY LEE,,,"674  E Broadway ",South Boston,MA,"02127",781196.473059267,2947729.39651717
LB-101970,RETAL0190,Active,Retail All Alc.,2013-11-29,2020-12-31,MARIE P. CANALE,LOMBARDI'S,       ,In one room on the first floor; storage in the rear.,,"11:00 PM",,0.00, MARIE P. CANALE, MARIE P. CANALE,,,"609    American Legion HWY",Roslindale,MA,"02131",761603.079057008,2929452.91550815
LB-99748,CV7MWL0076,Active,CV7 Malt Wine Liq.,2013-11-29,2020-12-31,"CAFFÉ DELLO SPORT, INC.",CAFFE DELLO SPORT,,"IN ONE ROOM, PREP AREA AND STORAGE ON THE FIRST FLOOR",,"1:00 AM","1:30 AM",75.00," CAFFÉ DELLO SPORT, INC.", ANGELO CATTANEO,,(617)962-2541,"308     Hanover ST",Boston,MA,"02113",776656.600095034,2958109.66513483
LB-102020,RETMW0031,Active,Retail All Alc.,2013-11-29,2020-12-31,"BOSTON BOTTLES, LLC",BOTTLES,,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.,,"11:00 PM",,0.00," BOSTON BOTTLES, LLC", DANIEL O'CONNOR,,"2035307265","370   Commercial ST",Boston,MA,"02109",777363.98867169,2958754.77003144
LB-99611,CV7MW0373,Active,CV7 Malt Wine,2013-11-29,2020-12-31,"LCY, INC.",JADE GARDEN RESTAURANT,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 00 CLOSING ALCOHOL CLOSING FOOD ALL PATRONS OFF PREMISES,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE AND WORK AREA IN BASEMENT.  Capacity breakdown: 85 seating, 5 standing.",,"1:00 AM","1:30 AM",90.00," LCY, INC.", SIMON CHIU,,(617)966-8806,"18-20   Tyler ST",Boston,MA,"02111",,
LB-101919,RETAL0117,Active,Retail All Alc.,2013-11-29,2020-12-31,"JFR FERNANDEZ, INC.",HAPPY SUPERMARKET & SPIRITS,Board acknowledges amp granted petition to open 10 00 on Sundays,"128-136 South Street: One story building w/ full basement for storage including one room and downstairs bathroom (4060 sq. ft.); first floor retail area has 2 large rooms, one containing 2 multi-door walk in coolers, 3 aisles of shelving, and large counter with 3 cash registers in front plus two sma",,"11:00 PM",,0.00," JFR FERNANDEZ, INC.", FRANCISCO J. FERNANDEZ,(617)212-8390,,"128-132   South ST",Jamaica Plain,MA,"02130",760433.000015929,2936649.99999486
LB-102023,RETMW0035,Active,Retail Malt Wine,2013-11-29,2020-12-31,"818 HUNTINGTON, INC.",HUNTINGTON MARKET,       ,One room first floor; 818 Huntington Ave; basement of 818 and 820 Huntington Ave for storage.,,"11:00 PM",,0.00," 818 HUNTINGTON, INC.", GENARO S. DICIENZO,,,"818-820  Huntington AVE",Boston,MA,"02115",762136.97076951,2946646.34582816
LB-99265,CV7AL0434,Active,CV7 All Alc.,2013-11-29,2020-12-31,"GUIRA & TAMBORA, LLC",GUIRA & TAMBORA,FRIDAY SATURDAY ONLY 11 45 PM CLOSING HOUR ALL PATRONS OUT MIDNIGHT,"One room on the first floor, with a kitchen in the rear. Basement for storage. Three entrances and Five exits.Outdoor seasonal (April -October) patio on private property for 28 patrons.Total square footage of the premises is 2,712 square feet. ",,,"11:30 PM",98.00," GUIRA & TAMBORA, LLC", FELIPE DURAN,(857)654-7588,,"4014    Washington ST",Roslindale,MA,"02131",758397.344846025,2931595.87432614
LB-99307,CV7AL0483,Active,CV7 All Alc.,2013-11-29,2020-12-31,"PARIS ENTERTAINMENT, INC.",KAZE SHABU SHABU,,"In one room on first floor; One room and office with kitchen on the 2nd. floor; Basement for stock, Separated interior stairway in rear for emergency exit.  Capacity breakdown: 1st fl - 108; 2nd fl - 102.",,"2:00 AM","2:30 AM",210.00," PARIS ENTERTAINMENT, INC.", YANCI LI,,(617)773-7214,"1   Harrison AVE",Boston,MA,"02111",774679.939232097,2953734.00525662
LB-99014,CV7AL0143,Active,CV7 All Alc.,2013-11-29,2020-12-31,"VINCRU, CORP.",TROQUET,,"In one room on the first floor, kitchen and storage in the rear.  Total sq. foot:  5,000.  Number of entrances: 3",,"1:00 AM","1:30 AM",160.00," VINCRU, CORP.", CHRISTOPHER DOUGLAS CAMPBELL,(617)695-9463,,"107     South ST",Boston,MA,"02111",775680.989232472,2953399.2784133
LB-99005,CV7AL0133,Active,CV7 All Alc.,2013-11-29,2020-12-31,"DONATO & GIANNI, LLC",IL MOLO,Close 11 30 Alcoholic Beverages served Only with food orders Bar 12 seats,Three (3) rooms and kitchen on basement level.,,"11:30 PM",MIDNIGHT,110.00," DONATO & GIANNI, LLC",DONATO FRATTAROLI,(617)281-2691,,"326-328   Commercial ST",Boston,MA,"02109",777395.057087719,2958499.8325592
LB-101928,RETAL0129,Active,Retail All Alc.,2013-11-29,2020-12-31,"NARNARAYAN LIQUORS, INC.",TOWN LINE LIQUORS,Board granted petition to open 10 on Sundays,"Approximately, 5,000 square feet with a front entrance facing VFW Parkway and an exit at the rear of the building.  With a 10:00 p.m. closing hour.",,"10:00 PM",,0.00," NARNARAYAN LIQUORS, INC.", DIMPLEBEN N. PATEL,,(508)817-6908,"1524   VFW PKWY",West Roxbury,MA,"02132",745382.498111097,2922968.5438506
LB-99137,CV7AL0288,Active,CV7 All Alc.,2013-11-27,2020-12-31,"JOHN J. SOMERS CO.,INC.",GREEN DRAGON TAVERN,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 11AM TO NOON,In two rooms and kitchen on first floor; rear room and cellar for stock.,,"2:00 AM","2:30 AM",149.00," JOHN J. SOMERS CO.,INC.", ANN R. SOMERS,,(367)005-5555,"11    Marshall ST",Boston,MA,"02108",775937.999998361,2957060.00001386
LB-99071,CV7AL0209,Active,CV7 All Alc.,2013-11-27,2020-12-31,W STEAK BOSTON LLC,WOLFGANG'S STEAKHOUSE,,,,"11:30 PM",MIDNIGHT,0.00, W STEAK BOSTON LLC, TIM COLLINS,(917)400-5330,,"1   Boston PL",Boston,MA,"02108",775531.5595323211,2955985.86209994
LB-101911,RETAL0107,Active,Retail All Alc.,2013-11-27,2020-12-31,"JERSEY STREET LIQUORS, INC.",,       ,Rear entrance to cellar for stock; in one room on the first floor; and cellar for stock.,,"11:00 PM",,0.00," JERSEY STREET LIQUORS, INC.", HENNIE M. BEAMAN,,"6178591850","48     Queensberry ST",Boston,MA,"02215",765054.289780229,2950125.6326154
LB-99169,CV7AL0327,Active,CV7 All Alc.,2013-11-27,2020-12-31,"TUSCAN KITCHEN OF BOSTON, LLC",TUSCAN KITCHEN,,"Approximately 14,573 square feet on two floors. The first floor will be a foyer entrance with no service consisting of approximately 1,105 square feet. The second floor will be the remaining 13,468 square feet with six rooms, Kitchen, Bar, Dinning, Storage, and Restrooms (2). There are 4 entrances/e",,"1:00 AM","1:30 AM",411.00," TUSCAN KITCHEN OF BOSTON, LLC", TIMOTHY BEAN,(603)952-4875,,"53   Northern AVE",Boston,MA,"02210",778553.9122424,2954026.63490403
LB-98901,CV7AL0013,Active,CV7 All Alc.,2013-11-27,2020-12-31,"RYGUY, LLC",THE EMORY,"11 00 CLOSING ON PATIO OPENING MONDAY THROUGH SUNDAY ALCOHOL SERVICE TO BEGIN SUNDAY THROUGH SATURDAY SERVICE ALCOHOL ON SUNDAYS MAY BEGIN 10 WITH BRUNCH","21 Beacon Street, Suite G-5: in one room and kitchen on the first floor; storage and preparation room in basement.  Includes seasonal outdoor patio for 63 patrons.  ",,"2:00 AM","2:30 AM",90.00," RYGUY, LLC", EMORY A. KILGORE,(617)680-3272,,"21     Beacon ST",Boston,Ma,"02108",,
LB-99420,CV7AL0620,Active,CV7 All Alc.,2013-11-27,2020-12-31,"SOMERS BOSTON RESTAURANTS, INC.",HENNESSY'S OF BOSTON,st floor 157 during day 320 night nd 262," In one room on first floor, with kitchen and restrooms, one room on the second floor with restrooms, basement for storage, entrance/exits onto Union Street, rear exit onto public alley. Seasonal (April-October) outdoor patio on public property along easterly side of Union Street (+/- 280 square fee",,"2:00 AM","2:30 AM",582.00," SOMERS BOSTON RESTAURANTS, INC.", NOELLE SOMERS,,(617)312-4995,"25    Union ST",Boston,MA,"02108",775968.082878396,2956893.9841097
LB-101894,RETAL0078,Active,Retail All Alc.,2013-11-27,2020-12-31,"HUNTINGTON MARKET, INC.",HUNTINGTON LIQUORS,Board acknowledges granted petition to open 10 00 on Sundays,One room first floor; cellar for stock.,,"11:00 PM",,0.00," HUNTINGTON MARKET, INC.", STEVEN RUBIN,,,"303    Huntington AVE",Boston,MA,"02115",767746.999990731,2949670.00000697
LB-99052,CV7AL0188,Active,CV7 All Alc.,2013-11-27,2020-12-31,SOMER SIX CORPORATION,PADDY O'S,       ,,,"2:00 AM","2:30 AM",232.00, SOMER SIX CORPORATION, NOELLE SOMERS,,(508)668-7156,"33A   Union ST",Boston,MA,"02108",775954.544478372,2956950.76458976
LB-98801,CLBAL0029,Active,Clb. All Alc.,2013-11-27,2020-12-31,SOMERSET CLUB,,,Two entrances from private alleyway for receiving; In whole of said  building.,,"1:00 AM","1:30 AM",275.00, SOMERSET CLUB, A. DENNIS MICHEL,,"227-1731","41    Beacon ST",Boston,MA,"02108",773329.701563939,2955454.04842837
LB-99269,CV7AL0438,Active,CV7 All Alc.,2013-11-27,2020-12-31,"RESTAURANTE CESARIA, INC.",,ALL PATRONS OFF PREMISES 00 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,,"1:00 AM","1:00 AM",99.00," RESTAURANTE CESARIA, INC.", ANTONIO BARROS,(617)442-2717,,"266   Bowdoin ST",Dorchester,MA,"02125",773392.477372656,2937158.9116707
LB-98914,CV7AL0027,Active,CV7 All Alc.,2013-11-27,2020-12-31,SOMERS FIVE CORP.,DURTY NELLY'S,OUTDOOR SEASONAL PATIO OPERATING HOURS 10 00 AM PM,"ON 1ST FLOOR, IN ONE ROOM AND A KITCHEN; ON 2ND FLOOR, IN ONE ROOM; AND ON 3RD FLOOR, STOCK.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS.  INDOOR CAPACITY BREAKDOWN: 1ST FL - 26, 2ND FL - 20.",,"2:00 AM","2:30 AM",46.00, SOMERS FIVE CORP., NOELLE SOMERS,,(617)312-4995,"108-112   Blackstone ST",Boston,MA,"02109",776008.420406636,2957143.04016394
LB-99816,CV7MWL0170,Active,CV7 Malt Wine Liq.,2013-11-27,2020-12-31,"PARIS SEAPORT, INC.",THE PARIS CREPERIE,,,,"1:00 AM","1:30 AM",40.00," PARIS SEAPORT, INC.", NICHOLAS MALLIA,(617)290-5858,,"60   Seaport BLVD",Boston,MA,"02210",778553.9122424,2954026.63490403
LB-99116,CV7AL0262,Active,CV7 All Alc.,2013-11-27,2020-12-31,"CUSINIERS, INC.",MASA RESTAURANT,Patio Conditions 10 00 PM Closing Alcohol to be served in conjunction with food only Patio staffed all times,"In one room on first floor with kitchen and storage in rear, emergency exits to alley in rear and to include a seasonal outdoor patio in front of premises for 8 persons from April through October.",,"1:00 AM","1:30 AM",117.00," CUSINIERS, INC.", PHILLIP AVILES,,(617)423-4711,"439   Tremont ST",Boston,MA,"02116",772564.848859221,2951692.91783287
LB-99441,CV7AL0650,Active,CV7 All Alc.,2013-11-27,2020-12-31,SORELLINA LLC,SORELLINA,NO LIVE ENTERTAINMENT LEASE RESTRICTIONS TO BE INCORPORATED REFERENCE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  ,,MIDNIGHT,"12:30 AM",160.00, SORELLINA LLC, DOMINICK MINOTS,,"6174124465","1   Huntington AVE",Boston,MA,"02116",770222.902777778,2952400.86805556
LB-99811,CV7MWL0165,Active,CV7 Malt Wine Liq.,2013-11-27,2020-12-31,SALEM GROUP CORP.,RIGOLETTO,,"ONE LARGE ROOM ON FIRST FLOOR WITH KITCHEN ON THE SIDE, AND ONE ROOM IN BASEMENT WITH STORAGE.",,"12:00 AM","12:30 AM",40.00, SALEM GROUP CORP., NESTOR PATINO,,(617)378-7355,"115A   Salem ST",Boston,MA,"02113",776328.914846733,2958134.92231886
LB-99240,CV7AL0404,Active,CV7 All Alc.,2013-11-27,2020-12-31,"STERLING SUFFOLK RACECOURSE, LLC",SUFFOLK DOWNS,,"Suffolk Downs Race Track:  in three floors, piazza, grandstands, and stand within the premises known as ""Suffolk Downs Race Track"" including the third floor area known as the ""Turf Club""",,"2:00 AM","2:30 AM",38000.00," STERLING SUFFOLK RACECOURSE, LLC", JAMES R. ALCOTT,(617)567-3900,,"111     Waldemar AVE",East Boston,MA,"02128",791150.770316526,2969155.74908112
LB-99408,CV7AL0606,Active,CV7 All Alc.,2013-11-27,2020-12-31,"CLASSIC RESTAURANT CONCEPTS, LLC",THE KINSALE IRISH PUB&RESTAURANT,MAY START SERVICE ALCOHOLIC BEVERAGES ON SUNDAYS 10 00 WITH BRUNCH,"In two rooms on the first floor; kitchen and storage in the rear, with seasonal outdoor dining in front of premises and satellite service bar on outdoor patio. ",,"2:00 AM","2:30 AM",248.00," CLASSIC RESTAURANT CONCEPTS, LLC", WILLIAM J. GOODWIN,,,"2     Center PLZ",Boston,MA,"02108",775032.52564225,2956446.60550595
LB-119003,,Active,CV7 Malt Wine,2013-11-27,2020-12-31,Shanti Boston L L C,Shanti,,Dining room in the front kitchen and bathroom in the rear of the building.  Front exit on Washington Street.  Back exit on the rear of the building.,,"11:00","11:30 PM",40.00, Shanti Boston L L C,Solmon Chowdhury,(617)325-3900,(617)438-2399,"4197A   Washington ST",Roslindale,MA,"02131",756923.871372655,2929914.14446858
LB-99315,CV7AL0491,Active,Inn. All Alc.,2013-11-27,2020-12-31,"BOSTON BEVERAGES SERVICES, INC.",BATTERY WHARF HOTEL BOSTON WATERFRONT,CONDITIONS OUTDOOR PATIO IS ONLY APPROVED BUILDING PATIO CONDITIONS ALCOHOLIC BEVERAGES TO BE ONLY IN CONJUNCTION WITH MEALS TO BE STAFFED ALL TIMES OPERATING HOURS 11 00 AM TO PM," In whole of said building nos. 2, 3, 4, & 5, and underground corridor with access to all buildings and main executive office, property office, kitchen, meeting space, retail space, staff bathrooms, locker rooms and parking deck.  Building #2 includes five floors: first - three rooms and 8,949 sq. f",,"2:00 AM","2:30 AM",0.00," BOSTON BEVERAGES SERVICES, INC.", NICHOLAS TEESON,(617)733-9022,,"3     Battery WHF",Boston,MA,"02109",777413.965436745,2959026.76636969
LB-99165,CV7AL0323,Active,CV7 All Alc.,2013-11-27,2020-12-31,"ITADAKI, LLC",ITADAKI,No more than 38 seats patio Close 10 Barrier enclosing All Alc Bev with food orders Waiter Busboy serv available Approved signs Inside trash storage barrels kept on premises Sunday opening 30 am service only 11 00 alcohol in conjunction brunch,"One room with kitchen on the first floor; three rooms - two for dining & the other for storage on second floor; service area & storage in the basement; also to include an outdoor patio.  Capacity breakdown: 1st fl inside - 80 seated, 34 standing; 1st fl patio - 38; lower level inside - 47 seated, 22",,"1:00 AM","1:30 AM",217.00," ITADAKI, LLC", YUJIN HESS,,(617)800-4326,"267-269   Newbury ST",Boston,MA,"02116",0.0,0.0
